distBellevue,distRedmond,distSeattle,durBellevue,durRedmond,durSeattle
21.4 km,31.7 km,5.4 km,27 mins,32 mins,13 mins
8.9 km,21.0 km,23.4 km,13 mins,21 mins,25 mins
34.1 km,46.2 km,47.0 km,35 mins,43 mins,44 mins
10.6 km,22.7 km,25.1 km,13 mins,21 mins,25 mins
15.3 km,25.7 km,1.7 km,21 mins,26 mins,4 mins
29.9 km,40.3 km,19.9 km,31 mins,36 mins,27 mins
32.4 km,44.4 km,45.3 km,33 mins,41 mins,42 mins
20.5 km,30.9 km,10.5 km,22 mins,27 mins,18 mins
28.5 km,44.7 km,20.1 km,29 mins,37 mins,22 mins
20.0 km,17.9 km,34.4 km,20 mins,25 mins,32 mins
21.8 km,33.7 km,36.2 km,22 mins,30 mins,33 mins
23.6 km,10.9 km,36.2 km,26 mins,15 mins,34 mins
33.0 km,20.3 km,45.7 km,34 mins,23 mins,42 mins
22.0 km,10.1 km,34.8 km,23 mins,15 mins,32 mins
18.7 km,29.1 km,4.9 km,20 mins,25 mins,10 mins
24.7 km,36.7 km,39.1 km,21 mins,29 mins,33 mins
30.8 km,42.9 km,42.8 km,33 mins,41 mins,40 mins
4.9 km,14.2 km,14.6 km,10 mins,13 mins,17 mins
11.2 km,21.6 km,6.0 km,15 mins,20 mins,14 mins
39.4 km,51.5 km,65.6 km,41 mins,49 mins,51 mins
20.1 km,32.0 km,34.5 km,18 mins,26 mins,30 mins
22.3 km,32.6 km,8.1 km,29 mins,34 mins,18 mins
44.6 km,56.7 km,46.0 km,37 mins,45 mins,40 mins
21.1 km,31.5 km,11.1 km,25 mins,30 mins,21 mins
33.5 km,45.5 km,48.0 km,26 mins,34 mins,37 mins
36.4 km,48.4 km,50.2 km,35 mins,42 mins,45 mins
20.9 km,32.8 km,35.3 km,19 mins,28 mins,31 mins
31.5 km,43.6 km,27.5 km,28 mins,36 mins,26 mins
22.8 km,33.2 km,5.3 km,29 mins,34 mins,13 mins
11.9 km,23.9 km,26.3 km,11 mins,20 mins,23 mins
18.4 km,6.1 km,31.2 km,21 mins,9 mins,30 mins
14.4 km,24.7 km,3.6 km,16 mins,21 mins,10 mins
33.7 km,45.7 km,48.2 km,26 mins,34 mins,38 mins
17.8 km,29.9 km,32.3 km,24 mins,31 mins,35 mins
17.0 km,27.3 km,2.6 km,25 mins,30 mins,7 mins
17.1 km,27.5 km,2.5 km,25 mins,30 mins,7 mins
29.2 km,41.3 km,30.6 km,23 mins,31 mins,26 mins
18.3 km,18.9 km,32.8 km,18 mins,27 mins,29 mins
33.1 km,45.1 km,47.6 km,25 mins,33 mins,37 mins
23.5 km,35.6 km,34.8 km,23 mins,31 mins,33 mins
22.6 km,10.0 km,35.3 km,26 mins,16 mins,34 mins
29.4 km,41.4 km,38.2 km,26 mins,33 mins,34 mins
39.9 km,25.5 km,54.3 km,31 mins,29 mins,43 mins
21.0 km,23.5 km,35.5 km,21 mins,27 mins,33 mins
26.9 km,39.9 km,18.7 km,30 mins,39 mins,25 mins
24.7 km,37.6 km,17.7 km,26 mins,35 mins,24 mins
19.1 km,17.6 km,33.6 km,18 mins,25 mins,30 mins
38.1 km,50.2 km,47.0 km,33 mins,40 mins,40 mins
29.1 km,39.4 km,19.0 km,27 mins,32 mins,22 mins
19.2 km,8.3 km,32.0 km,23 mins,12 mins,32 mins
17.7 km,31.7 km,13.5 km,22 mins,31 mins,23 mins
21.4 km,8.7 km,34.1 km,25 mins,14 mins,33 mins
11.3 km,4.2 km,24.1 km,15 mins,9 mins,24 mins
13.4 km,23.7 km,6.5 km,19 mins,24 mins,16 mins
11.6 km,6.0 km,24.2 km,17 mins,12 mins,25 mins
15.2 km,12.2 km,28.1 km,18 mins,20 mins,27 mins
42.5 km,54.5 km,56.3 km,42 mins,50 mins,53 mins
34.2 km,46.1 km,48.6 km,27 mins,35 mins,39 mins
15.9 km,26.3 km,2.4 km,23 mins,28 mins,9 mins
24.8 km,21.3 km,39.3 km,25 mins,23 mins,37 mins
22.1 km,34.2 km,33.3 km,21 mins,28 mins,31 mins
48.4 km,60.4 km,49.8 km,40 mins,48 mins,42 mins
21.4 km,8.7 km,34.1 km,25 mins,14 mins,34 mins
36.2 km,48.3 km,50.0 km,36 mins,43 mins,46 mins
12.2 km,24.2 km,26.6 km,16 mins,24 mins,28 mins
17.2 km,29.2 km,31.7 km,16 mins,24 mins,28 mins
25.6 km,23.2 km,15.5 km,27 mins,32 mins,22 mins
11.8 km,22.2 km,6.9 km,16 mins,21 mins,16 mins
43.6 km,56.6 km,35.4 km,1 hour 19 mins,1 hour 27 mins,1 hour 14 mins
18.6 km,32.7 km,14.4 km,24 mins,33 mins,25 mins
20.4 km,30.8 km,4.4 km,31 mins,36 mins,12 mins
49.0 km,61.1 km,59.4 km,36 mins,44 mins,44 mins
18.1 km,28.4 km,5.0 km,19 mins,24 mins,12 mins
38.6 km,50.7 km,52.5 km,38 mins,46 mins,49 mins
27.0 km,37.3 km,16.9 km,26 mins,31 mins,22 mins
27.0 km,37.3 km,16.9 km,26 mins,31 mins,22 mins
17.5 km,27.9 km,5.2 km,18 mins,23 mins,12 mins
21.4 km,31.8 km,11.4 km,26 mins,31 mins,21 mins
14.3 km,24.6 km,3.5 km,16 mins,21 mins,9 mins
18.9 km,6.6 km,31.6 km,21 mins,11 mins,30 mins
21.4 km,31.8 km,11.4 km,20 mins,25 mins,16 mins
22.5 km,35.4 km,14.2 km,22 mins,31 mins,17 mins
19.0 km,15.1 km,31.8 km,20 mins,21 mins,29 mins
20.9 km,8.5 km,33.6 km,24 mins,14 mins,32 mins
24.7 km,37.6 km,16.4 km,26 mins,35 mins,22 mins
39.2 km,51.3 km,65.4 km,41 mins,49 mins,51 mins
48.8 km,60.7 km,63.2 km,37 mins,45 mins,49 mins
29.3 km,45.2 km,20.9 km,30 mins,40 mins,24 mins
36.4 km,48.4 km,45.2 km,30 mins,38 mins,38 mins
17.0 km,27.4 km,4.1 km,22 mins,27 mins,9 mins
17.8 km,28.2 km,5.4 km,19 mins,24 mins,13 mins
36.4 km,48.5 km,37.8 km,30 mins,37 mins,32 mins
39.3 km,51.3 km,40.6 km,34 mins,42 mins,37 mins
19.9 km,15.4 km,34.4 km,19 mins,21 mins,31 mins
18.0 km,28.4 km,1.1 km,23 mins,28 mins,5 mins
14.3 km,24.7 km,7.5 km,22 mins,27 mins,18 mins
40.9 km,52.9 km,66.3 km,42 mins,50 mins,51 mins
14.7 km,2.1 km,27.3 km,20 mins,5 mins,28 mins
20.8 km,14.1 km,33.6 km,22 mins,23 mins,31 mins
20.5 km,15.7 km,33.3 km,20 mins,22 mins,29 mins
3.8 km,15.0 km,13.7 km,8 mins,15 mins,16 mins
19.8 km,30.2 km,4.6 km,29 mins,34 mins,11 mins
34.3 km,46.3 km,35.7 km,29 mins,37 mins,32 mins
29.8 km,17.1 km,42.4 km,34 mins,23 mins,42 mins
9.0 km,23.1 km,16.4 km,11 mins,21 mins,18 mins
4.6 km,14.9 km,14.7 km,10 mins,15 mins,18 mins
13.4 km,10.4 km,26.2 km,15 mins,17 mins,24 mins
29.7 km,16.7 km,42.4 km,31 mins,21 mins,40 mins
23.0 km,33.4 km,13.0 km,22 mins,27 mins,17 mins
16.0 km,28.1 km,30.5 km,16 mins,24 mins,28 mins
34.9 km,46.9 km,49.4 km,29 mins,37 mins,41 mins
20.3 km,30.6 km,4.9 km,24 mins,29 mins,12 mins
37.9 km,50.0 km,46.8 km,31 mins,39 mins,39 mins
20.1 km,30.4 km,5.9 km,25 mins,30 mins,13 mins
27.1 km,39.2 km,28.2 km,24 mins,32 mins,27 mins
45.4 km,57.5 km,46.8 km,34 mins,42 mins,37 mins
8.5 km,6.9 km,18.8 km,12 mins,15 mins,22 mins
27.0 km,39.0 km,38.7 km,28 mins,36 mins,35 mins
14.7 km,25.0 km,2.5 km,19 mins,24 mins,8 mins
20.4 km,32.3 km,34.8 km,23 mins,31 mins,35 mins
23.4 km,33.7 km,13.3 km,23 mins,28 mins,18 mins
44.1 km,56.1 km,58.6 km,31 mins,39 mins,43 mins
19.0 km,31.1 km,29.6 km,18 mins,26 mins,30 mins
26.8 km,38.9 km,40.6 km,28 mins,36 mins,39 mins
16.3 km,28.4 km,30.6 km,17 mins,25 mins,28 mins
47.9 km,59.9 km,49.2 km,41 mins,49 mins,44 mins
12.4 km,24.5 km,26.9 km,13 mins,20 mins,24 mins
2.0 km,16.2 km,20.3 km,4 mins,18 mins,21 mins
15.2 km,29.3 km,9.9 km,18 mins,27 mins,17 mins
41.5 km,53.6 km,42.9 km,33 mins,40 mins,35 mins
17.5 km,31.5 km,13.2 km,21 mins,31 mins,23 mins
25.8 km,38.8 km,17.6 km,26 mins,35 mins,22 mins
30.3 km,42.4 km,42.3 km,32 mins,39 mins,39 mins
32.6 km,44.7 km,45.6 km,34 mins,42 mins,43 mins
21.2 km,33.2 km,35.7 km,20 mins,28 mins,32 mins
22.8 km,10.5 km,35.5 km,24 mins,15 mins,33 mins
27.7 km,40.7 km,19.5 km,30 mins,39 mins,26 mins
13.6 km,23.9 km,3.9 km,20 mins,25 mins,10 mins
7.7 km,8.4 km,25.1 km,17 mins,15 mins,28 mins
20.5 km,24.1 km,5.9 km,19 mins,25 mins,11 mins
18.9 km,29.3 km,8.9 km,22 mins,27 mins,17 mins
43.4 km,55.4 km,53.7 km,37 mins,45 mins,44 mins
19.3 km,29.6 km,5.2 km,23 mins,28 mins,12 mins
8.5 km,13.2 km,23.0 km,11 mins,19 mins,22 mins
39.3 km,51.4 km,40.7 km,34 mins,42 mins,37 mins
38.1 km,50.1 km,39.5 km,31 mins,39 mins,33 mins
4.8 km,11.4 km,22.8 km,9 mins,16 mins,22 mins
20.8 km,14.1 km,33.6 km,22 mins,23 mins,31 mins
21.9 km,10.0 km,34.7 km,22 mins,14 mins,31 mins
26.6 km,39.5 km,18.3 km,29 mins,38 mins,24 mins
25.6 km,38.6 km,17.4 km,27 mins,36 mins,22 mins
19.3 km,31.4 km,24.2 km,23 mins,31 mins,25 mins
14.0 km,28.0 km,21.4 km,17 mins,27 mins,24 mins
40.6 km,52.6 km,50.9 km,32 mins,39 mins,39 mins
19.3 km,29.6 km,9.2 km,21 mins,26 mins,17 mins
16.8 km,27.1 km,0.8 km,24 mins,29 mins,4 mins
24.2 km,34.6 km,14.2 km,24 mins,29 mins,19 mins
32.1 km,42.5 km,22.0 km,31 mins,36 mins,26 mins
20.0 km,3.7 km,32.7 km,22 mins,7 mins,31 mins
14.4 km,28.5 km,9.7 km,15 mins,24 mins,16 mins
29.0 km,41.0 km,41.0 km,30 mins,38 mins,37 mins
28.4 km,38.8 km,18.4 km,25 mins,30 mins,21 mins
37.1 km,49.2 km,51.0 km,37 mins,45 mins,48 mins
3.7 km,14.9 km,14.5 km,8 mins,15 mins,17 mins
7.0 km,21.1 km,21.5 km,11 mins,20 mins,23 mins
13.6 km,27.7 km,21.0 km,17 mins,26 mins,24 mins
9.7 km,21.8 km,24.2 km,12 mins,20 mins,24 mins
29.1 km,42.1 km,20.9 km,31 mins,40 mins,27 mins
14.8 km,25.1 km,7.9 km,22 mins,27 mins,18 mins
19.1 km,31.1 km,25.3 km,23 mins,31 mins,26 mins
30.0 km,42.1 km,25.6 km,27 mins,35 mins,26 mins
21.0 km,8.3 km,33.6 km,23 mins,13 mins,32 mins
40.6 km,37.8 km,55.1 km,31 mins,39 mins,43 mins
42.8 km,23.5 km,48.8 km,36 mins,27 mins,46 mins
25.6 km,20.8 km,22.5 km,28 mins,30 mins,26 mins
25.8 km,38.8 km,18.2 km,28 mins,36 mins,22 mins
25.8 km,38.8 km,18.2 km,28 mins,36 mins,22 mins
17.6 km,30.5 km,10.6 km,17 mins,26 mins,14 mins
35.1 km,47.1 km,48.0 km,37 mins,45 mins,46 mins
18.4 km,28.8 km,5.5 km,20 mins,25 mins,12 mins
20.7 km,8.0 km,33.4 km,24 mins,13 mins,33 mins
12.8 km,6.1 km,25.6 km,16 mins,11 mins,26 mins
39.6 km,51.6 km,41.0 km,36 mins,43 mins,38 mins
29.0 km,41.1 km,22.0 km,26 mins,34 mins,23 mins
17.2 km,27.6 km,7.2 km,18 mins,23 mins,14 mins
29.8 km,41.9 km,38.7 km,28 mins,36 mins,36 mins
10.6 km,21.0 km,5.1 km,14 mins,19 mins,14 mins
15.0 km,8.0 km,26.2 km,17 mins,12 mins,28 mins
29.5 km,45.4 km,21.1 km,31 mins,40 mins,24 mins
47.4 km,59.5 km,48.8 km,38 mins,45 mins,40 mins
10.4 km,22.4 km,24.8 km,13 mins,21 mins,25 mins
16.4 km,26.8 km,6.4 km,17 mins,22 mins,12 mins
31.2 km,43.3 km,19.6 km,27 mins,35 mins,21 mins
29.1 km,42.1 km,19.4 km,32 mins,40 mins,24 mins
17.2 km,13.3 km,30.0 km,17 mins,18 mins,26 mins
55.5 km,67.5 km,73.5 km,54 mins,1 hour 2 mins,1 hour 0 mins
37.1 km,49.1 km,45.9 km,30 mins,38 mins,38 mins
29.2 km,41.3 km,38.1 km,25 mins,33 mins,33 mins
9.4 km,21.4 km,23.8 km,13 mins,20 mins,24 mins
38.7 km,50.8 km,40.1 km,32 mins,40 mins,35 mins
22.3 km,14.5 km,36.7 km,23 mins,21 mins,34 mins
18.1 km,15.1 km,31.0 km,22 mins,24 mins,31 mins
22.1 km,35.1 km,13.9 km,21 mins,30 mins,16 mins
28.0 km,39.6 km,21.0 km,24 mins,33 mins,22 mins
22.9 km,35.8 km,14.6 km,21 mins,30 mins,16 mins
18.2 km,10.7 km,31.0 km,20 mins,17 mins,29 mins
20.2 km,30.6 km,7.8 km,29 mins,34 mins,15 mins
14.1 km,24.5 km,2.9 km,16 mins,21 mins,7 mins
37.7 km,49.7 km,51.5 km,37 mins,45 mins,48 mins
10.6 km,22.6 km,25.0 km,14 mins,22 mins,26 mins
21.5 km,31.9 km,11.5 km,20 mins,25 mins,16 mins
17.8 km,29.9 km,31.4 km,20 mins,28 mins,29 mins
21.9 km,32.2 km,4.8 km,28 mins,33 mins,12 mins
19.7 km,30.1 km,4.8 km,23 mins,28 mins,11 mins
11.6 km,23.6 km,26.0 km,16 mins,24 mins,27 mins
11.3 km,21.6 km,5.9 km,15 mins,20 mins,13 mins
44.8 km,56.9 km,46.2 km,33 mins,41 mins,36 mins
13.7 km,27.8 km,9.5 km,14 mins,23 mins,15 mins
15.9 km,29.9 km,11.6 km,18 mins,28 mins,20 mins
18.8 km,29.2 km,8.8 km,22 mins,27 mins,17 mins
20.8 km,31.2 km,6.2 km,30 mins,35 mins,12 mins
54.0 km,66.0 km,68.4 km,50 mins,58 mins,1 hour 1 min
40.8 km,52.8 km,58.8 km,35 mins,43 mins,43 mins
19.5 km,6.9 km,32.2 km,22 mins,12 mins,31 mins
25.5 km,38.5 km,16.3 km,25 mins,34 mins,19 mins
13.0 km,5.9 km,25.8 km,17 mins,11 mins,26 mins
46.3 km,58.3 km,48.5 km,35 mins,43 mins,40 mins
22.1 km,34.2 km,33.3 km,21 mins,29 mins,31 mins
31.7 km,43.8 km,43.4 km,34 mins,42 mins,42 mins
40.2 km,52.3 km,49.1 km,32 mins,40 mins,40 mins
21.9 km,12.9 km,34.7 km,20 mins,20 mins,29 mins
2.4 km,15.4 km,20.1 km,5 mins,16 mins,21 mins
43.0 km,54.9 km,57.4 km,29 mins,37 mins,41 mins
17.6 km,31.6 km,16.3 km,22 mins,32 mins,22 mins
5.7 km,9.3 km,22.9 km,13 mins,13 mins,24 mins
19.5 km,31.6 km,25.5 km,23 mins,31 mins,26 mins
42.0 km,29.3 km,54.6 km,48 mins,37 mins,57 mins
17.3 km,13.4 km,30.1 km,17 mins,18 mins,26 mins
20.6 km,24.1 km,35.1 km,20 mins,26 mins,32 mins
36.2 km,48.3 km,45.1 km,35 mins,43 mins,43 mins
16.1 km,28.1 km,30.5 km,21 mins,29 mins,33 mins
23.8 km,34.2 km,13.8 km,23 mins,28 mins,19 mins
27.9 km,40.8 km,20.9 km,25 mins,34 mins,23 mins
10.3 km,11.3 km,24.8 km,14 mins,16 mins,26 mins
20.0 km,9.0 km,32.8 km,25 mins,13 mins,34 mins
19.8 km,7.5 km,34.7 km,23 mins,12 mins,33 mins
12.5 km,24.6 km,27.0 km,17 mins,25 mins,29 mins
34.5 km,46.6 km,35.9 km,29 mins,37 mins,32 mins
42.2 km,54.3 km,43.6 km,38 mins,46 mins,41 mins
40.9 km,53.0 km,49.8 km,36 mins,44 mins,44 mins
19.3 km,29.7 km,7.4 km,19 mins,24 mins,16 mins
32.4 km,44.4 km,27.0 km,31 mins,39 mins,29 mins
36.2 km,48.3 km,37.6 km,28 mins,36 mins,31 mins
18.4 km,28.7 km,1.9 km,26 mins,31 mins,6 mins
18.7 km,4.7 km,31.3 km,20 mins,8 mins,29 mins
28.4 km,41.4 km,21.4 km,23 mins,32 mins,21 mins
16.4 km,24.7 km,7.6 km,19 mins,27 mins,16 mins
19.7 km,30.0 km,4.6 km,29 mins,34 mins,12 mins
21.5 km,31.9 km,11.5 km,20 mins,25 mins,16 mins
6.6 km,20.7 km,16.8 km,9 mins,18 mins,19 mins
39.9 km,51.9 km,53.7 km,41 mins,49 mins,52 mins
26.3 km,38.4 km,35.2 km,23 mins,31 mins,31 mins
20.5 km,30.8 km,8.0 km,29 mins,34 mins,15 mins
23.8 km,20.3 km,38.3 km,24 mins,22 mins,35 mins
46.2 km,58.3 km,47.6 km,37 mins,44 mins,39 mins
39.3 km,51.4 km,53.2 km,39 mins,46 mins,49 mins
24.0 km,34.4 km,14.0 km,24 mins,29 mins,19 mins
19.1 km,29.4 km,4.6 km,28 mins,33 mins,12 mins
22.1 km,14.5 km,36.6 km,22 mins,21 mins,34 mins
34.5 km,46.5 km,49.0 km,33 mins,41 mins,45 mins
18.3 km,32.3 km,15.8 km,24 mins,33 mins,22 mins
23.6 km,36.5 km,15.4 km,24 mins,33 mins,19 mins
21.5 km,9.1 km,34.1 km,24 mins,15 mins,33 mins
20.4 km,32.5 km,21.4 km,24 mins,32 mins,21 mins
20.4 km,32.5 km,21.4 km,24 mins,32 mins,21 mins
23.4 km,36.4 km,15.2 km,23 mins,31 mins,18 mins
58.0 km,70.1 km,76.1 km,55 mins,1 hour 3 mins,1 hour 4 mins
20.3 km,30.6 km,6.1 km,26 mins,31 mins,14 mins
7.6 km,21.7 km,14.6 km,9 mins,19 mins,16 mins
29.7 km,17.1 km,42.4 km,32 mins,22 mins,41 mins
25.7 km,38.6 km,17.4 km,26 mins,35 mins,21 mins
18.8 km,4.9 km,31.5 km,21 mins,9 mins,29 mins
23.6 km,33.9 km,8.8 km,24 mins,29 mins,18 mins
21.6 km,31.9 km,11.5 km,25 mins,30 mins,21 mins
20.6 km,30.9 km,10.5 km,25 mins,30 mins,20 mins
20.0 km,30.3 km,6.2 km,24 mins,29 mins,14 mins
20.0 km,13.1 km,34.5 km,21 mins,20 mins,32 mins
12.6 km,23.0 km,4.6 km,18 mins,23 mins,11 mins
14.4 km,26.5 km,28.9 km,19 mins,27 mins,31 mins
25.3 km,24.6 km,39.8 km,27 mins,27 mins,39 mins
19.0 km,29.4 km,5.0 km,21 mins,26 mins,11 mins
28.5 km,41.4 km,21.5 km,27 mins,35 mins,24 mins
28.4 km,45.2 km,20.0 km,28 mins,37 mins,22 mins
13.8 km,25.8 km,28.2 km,18 mins,26 mins,30 mins
23.2 km,36.1 km,14.9 km,23 mins,32 mins,18 mins
26.6 km,39.6 km,18.2 km,25 mins,34 mins,19 mins
26.6 km,39.6 km,18.2 km,25 mins,34 mins,19 mins
26.6 km,39.6 km,18.2 km,25 mins,34 mins,19 mins
40.0 km,52.1 km,66.2 km,43 mins,50 mins,52 mins
12.2 km,24.3 km,26.7 km,13 mins,21 mins,25 mins
32.3 km,19.6 km,44.9 km,35 mins,24 mins,43 mins
19.8 km,30.1 km,3.4 km,29 mins,34 mins,10 mins
27.7 km,40.7 km,19.5 km,30 mins,38 mins,25 mins
27.4 km,39.5 km,21.9 km,23 mins,31 mins,23 mins
27.5 km,39.5 km,42.0 km,28 mins,36 mins,40 mins
10.3 km,6.8 km,23.1 km,14 mins,14 mins,23 mins
48.5 km,60.6 km,49.9 km,40 mins,48 mins,43 mins
30.3 km,42.4 km,20.5 km,26 mins,34 mins,22 mins
46.4 km,58.5 km,47.8 km,37 mins,44 mins,39 mins
10.6 km,9.4 km,25.0 km,14 mins,17 mins,26 mins
40.4 km,52.5 km,65.2 km,40 mins,48 mins,49 mins
18.3 km,9.9 km,31.1 km,19 mins,16 mins,28 mins
21.5 km,12.3 km,34.3 km,19 mins,19 mins,28 mins
40.2 km,38.7 km,54.6 km,31 mins,41 mins,43 mins
18.8 km,29.2 km,8.8 km,21 mins,26 mins,16 mins
22.0 km,32.3 km,7.3 km,30 mins,35 mins,17 mins
24.6 km,36.6 km,36.3 km,25 mins,33 mins,32 mins
39.6 km,51.6 km,53.4 km,40 mins,48 mins,51 mins
15.0 km,25.4 km,9.1 km,23 mins,28 mins,18 mins
2.9 km,14.3 km,16.7 km,8 mins,16 mins,18 mins
26.4 km,36.7 km,16.3 km,25 mins,30 mins,20 mins
46.8 km,58.9 km,48.2 km,36 mins,44 mins,39 mins
9.4 km,5.9 km,22.2 km,12 mins,13 mins,21 mins
21.1 km,31.5 km,4.6 km,31 mins,36 mins,10 mins
16.9 km,30.9 km,13.7 km,21 mins,30 mins,22 mins
15.2 km,25.6 km,2.5 km,18 mins,23 mins,8 mins
17.6 km,28.0 km,7.6 km,20 mins,25 mins,15 mins
18.7 km,29.1 km,5.8 km,21 mins,26 mins,13 mins
23.7 km,36.7 km,16.7 km,23 mins,32 mins,21 mins
29.2 km,39.5 km,19.1 km,27 mins,32 mins,23 mins
40.0 km,52.0 km,53.8 km,42 mins,49 mins,52 mins
21.6 km,11.8 km,36.0 km,23 mins,18 mins,35 mins
39.3 km,51.2 km,53.7 km,30 mins,38 mins,41 mins
19.9 km,30.2 km,4.9 km,31 mins,36 mins,12 mins
18.7 km,29.1 km,8.7 km,22 mins,27 mins,17 mins
19.0 km,29.4 km,4.4 km,28 mins,33 mins,11 mins
17.0 km,27.3 km,1.4 km,23 mins,28 mins,5 mins
22.3 km,16.5 km,20.5 km,24 mins,26 mins,29 mins
38.6 km,50.6 km,47.4 km,33 mins,41 mins,41 mins
22.5 km,32.8 km,6.0 km,33 mins,38 mins,13 mins
14.9 km,11.9 km,27.8 km,18 mins,20 mins,27 mins
24.9 km,12.3 km,37.6 km,28 mins,17 mins,36 mins
14.1 km,24.4 km,2.7 km,17 mins,22 mins,7 mins
21.3 km,16.6 km,35.7 km,21 mins,24 mins,33 mins
47.5 km,59.6 km,48.9 km,41 mins,48 mins,43 mins
21.8 km,34.8 km,13.6 km,21 mins,30 mins,16 mins
20.7 km,31.0 km,5.7 km,25 mins,30 mins,13 mins
12.8 km,9.7 km,25.6 km,15 mins,17 mins,24 mins
14.3 km,26.3 km,28.7 km,16 mins,24 mins,27 mins
12.7 km,24.8 km,27.2 km,14 mins,22 mins,25 mins
38.7 km,50.7 km,40.1 km,34 mins,42 mins,37 mins
38.0 km,50.1 km,51.9 km,38 mins,46 mins,49 mins
54.0 km,66.1 km,72.6 km,51 mins,58 mins,1 hour 0 mins
15.2 km,25.5 km,5.1 km,18 mins,23 mins,13 mins
33.7 km,45.7 km,35.0 km,30 mins,37 mins,32 mins
19.5 km,29.9 km,6.2 km,23 mins,28 mins,14 mins
25.1 km,35.4 km,15.0 km,25 mins,30 mins,21 mins
47.7 km,59.7 km,49.1 km,38 mins,46 mins,41 mins
24.2 km,11.7 km,36.9 km,28 mins,18 mins,36 mins
19.8 km,25.8 km,5.3 km,17 mins,25 mins,9 mins
18.1 km,28.4 km,8.0 km,19 mins,24 mins,15 mins
13.3 km,10.3 km,26.1 km,15 mins,17 mins,24 mins
12.0 km,9.0 km,24.8 km,13 mins,15 mins,22 mins
10.2 km,22.2 km,24.7 km,13 mins,21 mins,25 mins
22.7 km,10.4 km,35.4 km,26 mins,16 mins,35 mins
17.7 km,14.6 km,30.5 km,21 mins,23 mins,30 mins
26.5 km,38.6 km,38.3 km,28 mins,36 mins,35 mins
13.8 km,24.2 km,7.0 km,21 mins,26 mins,17 mins
25.1 km,23.6 km,15.0 km,27 mins,32 mins,22 mins
22.0 km,9.7 km,34.7 km,24 mins,14 mins,32 mins
35.2 km,28.7 km,49.7 km,30 mins,31 mins,41 mins
20.3 km,30.6 km,7.9 km,30 mins,35 mins,15 mins
30.0 km,40.4 km,20.0 km,32 mins,37 mins,27 mins
14.1 km,28.1 km,9.4 km,15 mins,24 mins,16 mins
34.0 km,46.0 km,48.5 km,27 mins,35 mins,38 mins
26.3 km,38.3 km,40.8 km,26 mins,35 mins,38 mins
11.0 km,3.7 km,23.7 km,16 mins,8 mins,24 mins
30.5 km,42.5 km,24.8 km,27 mins,35 mins,25 mins
12.9 km,24.9 km,27.3 km,14 mins,21 mins,25 mins
30.2 km,40.6 km,20.2 km,31 mins,36 mins,27 mins
21.3 km,8.7 km,34.0 km,25 mins,14 mins,33 mins
20.9 km,22.2 km,35.4 km,20 mins,23 mins,32 mins
18.3 km,18.9 km,32.8 km,18 mins,27 mins,29 mins
11.8 km,8.4 km,20.7 km,17 mins,17 mins,26 mins
50.3 km,62.3 km,60.6 km,39 mins,47 mins,46 mins
9.9 km,22.0 km,24.4 km,13 mins,21 mins,25 mins
39.7 km,51.8 km,53.6 km,40 mins,48 mins,51 mins
39.9 km,52.0 km,53.7 km,41 mins,49 mins,51 mins
39.9 km,52.0 km,53.7 km,41 mins,49 mins,52 mins
24.8 km,35.2 km,8.5 km,27 mins,32 mins,18 mins
22.6 km,35.5 km,14.4 km,21 mins,29 mins,16 mins
39.7 km,51.8 km,53.6 km,40 mins,48 mins,51 mins
25.0 km,14.8 km,39.8 km,27 mins,20 mins,39 mins
28.4 km,40.5 km,40.1 km,30 mins,37 mins,37 mins
20.8 km,8.5 km,33.5 km,24 mins,14 mins,32 mins
24.0 km,37.0 km,15.8 km,24 mins,33 mins,19 mins
9.6 km,13.8 km,24.1 km,12 mins,20 mins,24 mins
23.9 km,34.3 km,13.9 km,24 mins,28 mins,19 mins
20.2 km,7.9 km,32.9 km,23 mins,13 mins,31 mins
39.0 km,51.1 km,65.2 km,41 mins,48 mins,50 mins
28.5 km,40.5 km,42.3 km,28 mins,36 mins,39 mins
23.9 km,35.9 km,35.1 km,23 mins,31 mins,33 mins
21.9 km,32.3 km,7.1 km,32 mins,37 mins,15 mins
37.6 km,49.7 km,43.9 km,30 mins,38 mins,35 mins
16.6 km,25.1 km,11.1 km,20 mins,26 mins,20 mins
31.6 km,43.7 km,26.0 km,28 mins,36 mins,26 mins
9.9 km,21.8 km,24.3 km,13 mins,21 mins,24 mins
36.3 km,48.4 km,37.7 km,29 mins,36 mins,31 mins
20.6 km,13.3 km,35.1 km,21 mins,20 mins,33 mins
29.2 km,42.1 km,20.9 km,32 mins,41 mins,27 mins
40.8 km,52.9 km,51.2 km,32 mins,40 mins,40 mins
15.9 km,27.9 km,33.2 km,21 mins,28 mins,32 mins
10.9 km,22.9 km,25.3 km,14 mins,22 mins,26 mins
19.2 km,29.5 km,9.1 km,22 mins,27 mins,17 mins
22.9 km,33.2 km,6.7 km,31 mins,35 mins,15 mins
45.4 km,57.4 km,46.7 km,37 mins,45 mins,40 mins
13.0 km,23.4 km,9.0 km,19 mins,24 mins,21 mins
14.3 km,28.3 km,9.6 km,15 mins,24 mins,17 mins
18.3 km,28.7 km,4.5 km,20 mins,25 mins,10 mins
29.2 km,41.2 km,42.1 km,30 mins,37 mins,39 mins
30.2 km,17.5 km,42.8 km,33 mins,22 mins,41 mins
